,Id,data,element,value
43357,MX000017004,1970-05-26,TMAX,314
43359,MX000017004,1970-05-26,PRCP,0
45073,MX000017004,1970-05-27,PRCP,0
45071,MX000017004,1970-05-27,TMAX,320
45072,MX000017004,1970-05-27,TMIN,200
46785,MX000017004,1970-05-28,TMAX,330
46787,MX000017004,1970-05-28,PRCP,88
46786,MX000017004,1970-05-28,TMIN,190
48499,MX000017004,1970-05-29,TMAX,320
48500,MX000017004,1970-05-29,TMIN,190
48501,MX000017004,1970-05-29,PRCP,0
3936,MX000017004,1970-05-3,TMIN,290
3935,MX000017004,1970-05-3,TMAX,302
3937,MX000017004,1970-05-3,PRCP,0
50215,MX000017004,1970-05-30,PRCP,0
50214,MX000017004,1970-05-30,TMIN,193
50213,MX000017004,1970-05-30,TMAX,320
51929,MX000017004,1970-05-31,PRCP,0
51928,MX000017004,1970-05-31,TMIN,184
51927,MX000017004,1970-05-31,TMAX,303
5649,MX000017004,1970-05-4,TMAX,294
5650,MX000017004,1970-05-4,TMIN,172
5651,MX000017004,1970-05-4,PRCP,0
7365,MX000017004,1970-05-5,PRCP,0
7363,MX000017004,1970-05-5,TMAX,300
7364,MX000017004,1970-05-5,TMIN,167
9078,MX000017004,1970-05-6,TMIN,148
9077,MX000017004,1970-05-6,TMAX,293
9079,MX000017004,1970-05-6,PRCP,0
10791,MX000017004,1970-05-7,TMAX,310
10793,MX000017004,1970-05-7,PRCP,0
10792,MX000017004,1970-05-7,TMIN,168
12505,MX000017004,1970-05-8,TMAX,310
12506,MX000017004,1970-05-8,TMIN,180
12507,MX000017004,1970-05-8,PRCP,0
14221,MX000017004,1970-05-9,PRCP,0
14219,MX000017004,1970-05-9,TMAX,318
14220,MX000017004,1970-05-9,TMIN,182
512,MX000017004,1970-06-1,PRCP,0
511,MX000017004,1970-06-1,TMIN,160
510,MX000017004,1970-06-1,TMAX,280
15936,MX000017004,1970-06-10,TMAX,270
15937,MX000017004,1970-06-10,TMIN,174
15938,MX000017004,1970-06-10,PRCP,1
17650,MX000017004,1970-06-11,TMAX,280
17651,MX000017004,1970-06-11,TMIN,172
17652,MX000017004,1970-06-11,PRCP,11
19366,MX000017004,1970-06-12,PRCP,5
19365,MX000017004,1970-06-12,TMIN,152
19364,MX000017004,1970-06-12,TMAX,276
21078,MX000017004,1970-06-13,TMAX,293
21079,MX000017004,1970-06-13,TMIN,160
21080,MX000017004,1970-06-13,PRCP,0
22792,MX000017004,1970-06-14,TMAX,313
22794,MX000017004,1970-06-14,PRCP,0
22793,MX000017004,1970-06-14,TMIN,172
24507,MX000017004,1970-06-15,TMIN,160
24508,MX000017004,1970-06-15,PRCP,0
24506,MX000017004,1970-06-15,TMAX,293
26221,MX000017004,1970-06-16,TMIN,172
26222,MX000017004,1970-06-16,PRCP,64
26220,MX000017004,1970-06-16,TMAX,290
27934,MX000017004,1970-06-17,TMAX,280
27935,MX000017004,1970-06-17,TMIN,160
27936,MX000017004,1970-06-17,PRCP,0
29648,MX000017004,1970-06-18,TMAX,275
29650,MX000017004,1970-06-18,PRCP,6
29649,MX000017004,1970-06-18,TMIN,162
31363,MX000017004,1970-06-19,TMIN,170
31362,MX000017004,1970-06-19,TMAX,270
31364,MX000017004,1970-06-19,PRCP,180
2224,MX000017004,1970-06-2,TMAX,276
2225,MX000017004,1970-06-2,TMIN,182
2226,MX000017004,1970-06-2,PRCP,14
33076,MX000017004,1970-06-20,TMAX,270
33078,MX000017004,1970-06-20,PRCP,130
33077,MX000017004,1970-06-20,TMIN,162
34791,MX000017004,1970-06-21,TMIN,162
34790,MX000017004,1970-06-21,TMAX,270
34792,MX000017004,1970-06-21,PRCP,160
36504,MX000017004,1970-06-22,TMAX,244
36506,MX000017004,1970-06-22,PRCP,45
36505,MX000017004,1970-06-22,TMIN,167
38220,MX000017004,1970-06-23,PRCP,305
38219,MX000017004,1970-06-23,TMIN,174
38218,MX000017004,1970-06-23,TMAX,252
39934,MX000017004,1970-06-24,PRCP,105
39933,MX000017004,1970-06-24,TMIN,163
39932,MX000017004,1970-06-24,TMAX,266
41648,MX000017004,1970-06-25,PRCP,402
41646,MX000017004,1970-06-25,TMAX,252
41647,MX000017004,1970-06-25,TMIN,158
43362,MX000017004,1970-06-26,PRCP,210
43360,MX000017004,1970-06-26,TMAX,240
43361,MX000017004,1970-06-26,TMIN,164
45075,MX000017004,1970-06-27,TMIN,161
45076,MX000017004,1970-06-27,PRCP,0
45074,MX000017004,1970-06-27,TMAX,260
46788,MX000017004,1970-06-28,TMAX,250
46789,MX000017004,1970-06-28,TMIN,180
46790,MX000017004,1970-06-28,PRCP,10
48502,MX000017004,1970-06-29,TMAX,240
48503,MX000017004,1970-06-29,TMIN,176
48504,MX000017004,1970-06-29,PRCP,8
3938,MX000017004,1970-06-3,TMAX,260
3940,MX000017004,1970-06-3,PRCP,88
3939,MX000017004,1970-06-3,TMIN,165
50216,MX000017004,1970-06-30,TMAX,234
50218,MX000017004,1970-06-30,PRCP,365
50217,MX000017004,1970-06-30,TMIN,160
51932,MX000017004,1970-06-31,PRCP,-9999
51931,MX000017004,1970-06-31,TMIN,-9999
51930,MX000017004,1970-06-31,TMAX,-9999
5652,MX000017004,1970-06-4,TMAX,260
5653,MX000017004,1970-06-4,TMIN,162
5654,MX000017004,1970-06-4,PRCP,0
7366,MX000017004,1970-06-5,TMAX,293
7368,MX000017004,1970-06-5,PRCP,0
7367,MX000017004,1970-06-5,TMIN,164
9081,MX000017004,1970-06-6,TMIN,180
9082,MX000017004,1970-06-6,PRCP,0
9080,MX000017004,1970-06-6,TMAX,312
10796,MX000017004,1970-06-7,PRCP,550
10795,MX000017004,1970-06-7,TMIN,170
10794,MX000017004,1970-06-7,TMAX,306
12508,MX000017004,1970-06-8,TMAX,278
12509,MX000017004,1970-06-8,TMIN,160
12510,MX000017004,1970-06-8,PRCP,0
14222,MX000017004,1970-06-9,TMAX,278
14223,MX000017004,1970-06-9,TMIN,180
14224,MX000017004,1970-06-9,PRCP,5
513,MX000017004,1970-07-1,TMAX,240
515,MX000017004,1970-07-1,PRCP,13
514,MX000017004,1970-07-1,TMIN,140
15940,MX000017004,1970-07-10,TMIN,155
15939,MX000017004,1970-07-10,TMAX,260
15941,MX000017004,1970-07-10,PRCP,4
17653,MX000017004,1970-07-11,TMAX,270
17655,MX000017004,1970-07-11,PRCP,0
17654,MX000017004,1970-07-11,TMIN,160
19369,MX000017004,1970-07-12,PRCP,0
19367,MX000017004,1970-07-12,TMAX,280
19368,MX000017004,1970-07-12,TMIN,164
21082,MX000017004,1970-07-13,TMIN,168
21083,MX000017004,1970-07-13,PRCP,74
21081,MX000017004,1970-07-13,TMAX,270
22797,MX000017004,1970-07-14,PRCP,96
22796,MX000017004,1970-07-14,TMIN,164
22795,MX000017004,1970-07-14,TMAX,248
24510,MX000017004,1970-07-15,TMIN,170
24509,MX000017004,1970-07-15,TMAX,249
24511,MX000017004,1970-07-15,PRCP,2
26225,MX000017004,1970-07-16,PRCP,83
26224,MX000017004,1970-07-16,TMIN,170
26223,MX000017004,1970-07-16,TMAX,260
27937,MX000017004,1970-07-17,TMAX,257
27938,MX000017004,1970-07-17,TMIN,165
27939,MX000017004,1970-07-17,PRCP,130
29652,MX000017004,1970-07-18,TMIN,160
29651,MX000017004,1970-07-18,TMAX,250
29653,MX000017004,1970-07-18,PRCP,192
31367,MX000017004,1970-07-19,PRCP,0
31366,MX000017004,1970-07-19,TMIN,157
31365,MX000017004,1970-07-19,TMAX,260
2228,MX000017004,1970-07-2,TMIN,152
2227,MX000017004,1970-07-2,TMAX,246
2229,MX000017004,1970-07-2,PRCP,0
33079,MX000017004,1970-07-20,TMAX,264
33080,MX000017004,1970-07-20,TMIN,162
33081,MX000017004,1970-07-20,PRCP,110
34793,MX000017004,1970-07-21,TMAX,272
34794,MX000017004,1970-07-21,TMIN,167
34795,MX000017004,1970-07-21,PRCP,260
36508,MX000017004,1970-07-22,TMIN,150
36507,MX000017004,1970-07-22,TMAX,238
36509,MX000017004,1970-07-22,PRCP,130
38222,MX000017004,1970-07-23,TMIN,168
38221,MX000017004,1970-07-23,TMAX,270
38223,MX000017004,1970-07-23,PRCP,50
39937,MX000017004,1970-07-24,PRCP,195
39936,MX000017004,1970-07-24,TMIN,165
39935,MX000017004,1970-07-24,TMAX,250
41651,MX000017004,1970-07-25,PRCP,45
41650,MX000017004,1970-07-25,TMIN,161
41649,MX000017004,1970-07-25,TMAX,248
43365,MX000017004,1970-07-26,PRCP,10
43363,MX000017004,1970-07-26,TMAX,250
43364,MX000017004,1970-07-26,TMIN,157
45079,MX000017004,1970-07-27,PRCP,60
45077,MX000017004,1970-07-27,TMAX,258
45078,MX000017004,1970-07-27,TMIN,154
46792,MX000017004,1970-07-28,TMIN,155
46793,MX000017004,1970-07-28,PRCP,133
46791,MX000017004,1970-07-28,TMAX,272
48507,MX000017004,1970-07-29,PRCP,0
48505,MX000017004,1970-07-29,TMAX,268
48506,MX000017004,1970-07-29,TMIN,165
3942,MX000017004,1970-07-3,TMIN,142
3941,MX000017004,1970-07-3,TMAX,260
3943,MX000017004,1970-07-3,PRCP,12
50221,MX000017004,1970-07-30,PRCP,55
50220,MX000017004,1970-07-30,TMIN,165
50219,MX000017004,1970-07-30,TMAX,243
51934,MX000017004,1970-07-31,TMIN,156
51933,MX000017004,1970-07-31,TMAX,271
51935,MX000017004,1970-07-31,PRCP,44
5656,MX000017004,1970-07-4,TMIN,155
5655,MX000017004,1970-07-4,TMAX,260
5657,MX000017004,1970-07-4,PRCP,203
7371,MX000017004,1970-07-5,PRCP,155
7370,MX000017004,1970-07-5,TMIN,164
7369,MX000017004,1970-07-5,TMAX,267
9083,MX000017004,1970-07-6,TMAX,246
9085,MX000017004,1970-07-6,PRCP,40
9084,MX000017004,1970-07-6,TMIN,164
10799,MX000017004,1970-07-7,PRCP,160
10798,MX000017004,1970-07-7,TMIN,169
10797,MX000017004,1970-07-7,TMAX,253
12513,MX000017004,1970-07-8,PRCP,30
12511,MX000017004,1970-07-8,TMAX,237
12512,MX000017004,1970-07-8,TMIN,160
14227,MX000017004,1970-07-9,PRCP,80
14225,MX000017004,1970-07-9,TMAX,257
14226,MX000017004,1970-07-9,TMIN,174
518,MX000017004,1970-08-1,PRCP,105
516,MX000017004,1970-08-1,TMAX,260
517,MX000017004,1970-08-1,TMIN,167
15944,MX000017004,1970-08-10,PRCP,150
15942,MX000017004,1970-08-10,TMAX,246
15943,MX000017004,1970-08-10,TMIN,162
17658,MX000017004,1970-08-11,PRCP,0
17657,MX000017004,1970-08-11,TMIN,155
17656,MX000017004,1970-08-11,TMAX,266
19372,MX000017004,1970-08-12,PRCP,0
19371,MX000017004,1970-08-12,TMIN,161
19370,MX000017004,1970-08-12,TMAX,280
21085,MX000017004,1970-08-13,TMIN,170
21084,MX000017004,1970-08-13,TMAX,289
21086,MX000017004,1970-08-13,PRCP,165
22799,MX000017004,1970-08-14,TMIN,150
22800,MX000017004,1970-08-14,PRCP,125
22798,MX000017004,1970-08-14,TMAX,277
24514,MX000017004,1970-08-15,PRCP,18
24512,MX000017004,1970-08-15,TMAX,264
24513,MX000017004,1970-08-15,TMIN,150
26227,MX000017004,1970-08-16,TMIN,160
26228,MX000017004,1970-08-16,PRCP,0
26226,MX000017004,1970-08-16,TMAX,278
27942,MX000017004,1970-08-17,PRCP,3
27941,MX000017004,1970-08-17,TMIN,162
27940,MX000017004,1970-08-17,TMAX,284
29654,MX000017004,1970-08-18,TMAX,290
29655,MX000017004,1970-08-18,TMIN,170
29656,MX000017004,1970-08-18,PRCP,295
31369,MX000017004,1970-08-19,TMIN,138
31368,MX000017004,1970-08-19,TMAX,277
31370,MX000017004,1970-08-19,PRCP,0
2232,MX000017004,1970-08-2,PRCP,85
2230,MX000017004,1970-08-2,TMAX,243
2231,MX000017004,1970-08-2,TMIN,160
33084,MX000017004,1970-08-20,PRCP,0
33083,MX000017004,1970-08-20,TMIN,156
33082,MX000017004,1970-08-20,TMAX,280
34798,MX000017004,1970-08-21,PRCP,0
34796,MX000017004,1970-08-21,TMAX,294
34797,MX000017004,1970-08-21,TMIN,172
36511,MX000017004,1970-08-22,TMIN,161
36512,MX000017004,1970-08-22,PRCP,20
36510,MX000017004,1970-08-22,TMAX,282
38226,MX000017004,1970-08-23,PRCP,0
38225,MX000017004,1970-08-23,TMIN,164
38224,MX000017004,1970-08-23,TMAX,287
39938,MX000017004,1970-08-24,TMAX,298
39939,MX000017004,1970-08-24,TMIN,176
39940,MX000017004,1970-08-24,PRCP,0
41654,MX000017004,1970-08-25,PRCP,0
41653,MX000017004,1970-08-25,TMIN,164
41652,MX000017004,1970-08-25,TMAX,298
43368,MX000017004,1970-08-26,PRCP,0
43367,MX000017004,1970-08-26,TMIN,157
43366,MX000017004,1970-08-26,TMAX,299
45080,MX000017004,1970-08-27,TMAX,286
45082,MX000017004,1970-08-27,PRCP,0
45081,MX000017004,1970-08-27,TMIN,167
46794,MX000017004,1970-08-28,TMAX,297
46796,MX000017004,1970-08-28,PRCP,2
46795,MX000017004,1970-08-28,TMIN,174
48510,MX000017004,1970-08-29,PRCP,185
48509,MX000017004,1970-08-29,TMIN,170
48508,MX000017004,1970-08-29,TMAX,290
3945,MX000017004,1970-08-3,TMIN,170
3944,MX000017004,1970-08-3,TMAX,245
3946,MX000017004,1970-08-3,PRCP,25
50223,MX000017004,1970-08-30,TMIN,160
50222,MX000017004,1970-08-30,TMAX,244
50224,MX000017004,1970-08-30,PRCP,125
51938,MX000017004,1970-08-31,PRCP,145
51937,MX000017004,1970-08-31,TMIN,172
51936,MX000017004,1970-08-31,TMAX,243
5658,MX000017004,1970-08-4,TMAX,240
5659,MX000017004,1970-08-4,TMIN,166
5660,MX000017004,1970-08-4,PRCP,20
7374,MX000017004,1970-08-5,PRCP,0
7372,MX000017004,1970-08-5,TMAX,238
7373,MX000017004,1970-08-5,TMIN,161
9086,MX000017004,1970-08-6,TMAX,230
9087,MX000017004,1970-08-6,TMIN,161
9088,MX000017004,1970-08-6,PRCP,5
10802,MX000017004,1970-08-7,PRCP,0
10801,MX000017004,1970-08-7,TMIN,164
10800,MX000017004,1970-08-7,TMAX,229
12515,MX000017004,1970-08-8,TMIN,151
12514,MX000017004,1970-08-8,TMAX,274
12516,MX000017004,1970-08-8,PRCP,0
14228,MX000017004,1970-08-9,TMAX,260
14229,MX000017004,1970-08-9,TMIN,140
14230,MX000017004,1970-08-9,PRCP,45
520,MX000017004,1970-09-1,TMIN,170
519,MX000017004,1970-09-1,TMAX,240
521,MX000017004,1970-09-1,PRCP,0
15945,MX000017004,1970-09-10,TMAX,240
15947,MX000017004,1970-09-10,PRCP,230
15946,MX000017004,1970-09-10,TMIN,167
17659,MX000017004,1970-09-11,TMAX,260
17660,MX000017004,1970-09-11,TMIN,137
17661,MX000017004,1970-09-11,PRCP,1
19375,MX000017004,1970-09-12,PRCP,95
19374,MX000017004,1970-09-12,TMIN,168
19373,MX000017004,1970-09-12,TMAX,249
21088,MX000017004,1970-09-13,TMIN,160
21089,MX000017004,1970-09-13,PRCP,155
21087,MX000017004,1970-09-13,TMAX,260
22802,MX000017004,1970-09-14,TMIN,158
22801,MX000017004,1970-09-14,TMAX,268
22803,MX000017004,1970-09-14,PRCP,55
24515,MX000017004,1970-09-15,TMAX,262
24516,MX000017004,1970-09-15,TMIN,164
24517,MX000017004,1970-09-15,PRCP,80
26229,MX000017004,1970-09-16,TMAX,262
26231,MX000017004,1970-09-16,PRCP,10
26230,MX000017004,1970-09-16,TMIN,154
27944,MX000017004,1970-09-17,TMIN,152
27943,MX000017004,1970-09-17,TMAX,273
27945,MX000017004,1970-09-17,PRCP,35
29659,MX000017004,1970-09-18,PRCP,65
29658,MX000017004,1970-09-18,TMIN,150
29657,MX000017004,1970-09-18,TMAX,248
31372,MX000017004,1970-09-19,TMIN,142
31373,MX000017004,1970-09-19,PRCP,15
31371,MX000017004,1970-09-19,TMAX,242
2233,MX000017004,1970-09-2,TMAX,259
2235,MX000017004,1970-09-2,PRCP,150
2234,MX000017004,1970-09-2,TMIN,172
33085,MX000017004,1970-09-20,TMAX,270
33086,MX000017004,1970-09-20,TMIN,144
33087,MX000017004,1970-09-20,PRCP,0
34801,MX000017004,1970-09-21,PRCP,0
34800,MX000017004,1970-09-21,TMIN,162
34799,MX000017004,1970-09-21,TMAX,272
36513,MX000017004,1970-09-22,TMAX,277
36515,MX000017004,1970-09-22,PRCP,105
36514,MX000017004,1970-09-22,TMIN,156
38229,MX000017004,1970-09-23,PRCP,73
38228,MX000017004,1970-09-23,TMIN,166
38227,MX000017004,1970-09-23,TMAX,264
39941,MX000017004,1970-09-24,TMAX,250
39942,MX000017004,1970-09-24,TMIN,154
39943,MX000017004,1970-09-24,PRCP,63
41657,MX000017004,1970-09-25,PRCP,260
41656,MX000017004,1970-09-25,TMIN,168
41655,MX000017004,1970-09-25,TMAX,258
43370,MX000017004,1970-09-26,TMIN,163
43371,MX000017004,1970-09-26,PRCP,40
43369,MX000017004,1970-09-26,TMAX,230
45085,MX000017004,1970-09-27,PRCP,185
45083,MX000017004,1970-09-27,TMAX,251
45084,MX000017004,1970-09-27,TMIN,154
46797,MX000017004,1970-09-28,TMAX,236
46798,MX000017004,1970-09-28,TMIN,160
46799,MX000017004,1970-09-28,PRCP,22
48512,MX000017004,1970-09-29,TMIN,137
48511,MX000017004,1970-09-29,TMAX,260
48513,MX000017004,1970-09-29,PRCP,9
3947,MX000017004,1970-09-3,TMAX,263
3948,MX000017004,1970-09-3,TMIN,160
3949,MX000017004,1970-09-3,PRCP,10
50225,MX000017004,1970-09-30,TMAX,260
50227,MX000017004,1970-09-30,PRCP,40
50226,MX000017004,1970-09-30,TMIN,150
51940,MX000017004,1970-09-31,TMIN,-9999
51941,MX000017004,1970-09-31,PRCP,-9999
51939,MX000017004,1970-09-31,TMAX,-9999
5661,MX000017004,1970-09-4,TMAX,265
5662,MX000017004,1970-09-4,TMIN,152
5663,MX000017004,1970-09-4,PRCP,65
7375,MX000017004,1970-09-5,TMAX,274
7376,MX000017004,1970-09-5,TMIN,154
7377,MX000017004,1970-09-5,PRCP,5
9089,MX000017004,1970-09-6,TMAX,254
9090,MX000017004,1970-09-6,TMIN,157
9091,MX000017004,1970-09-6,PRCP,115
10805,MX000017004,1970-09-7,PRCP,45
10804,MX000017004,1970-09-7,TMIN,150
10803,MX000017004,1970-09-7,TMAX,240
12519,MX000017004,1970-09-8,PRCP,75
12517,MX000017004,1970-09-8,TMAX,266
12518,MX000017004,1970-09-8,TMIN,143
14231,MX000017004,1970-09-9,TMAX,260
14233,MX000017004,1970-09-9,PRCP,35
14232,MX000017004,1970-09-9,TMIN,148
523,MX000017004,1970-10-1,TMIN,142
522,MX000017004,1970-10-1,TMAX,269
524,MX000017004,1970-10-1,PRCP,0
15950,MX000017004,1970-10-10,PRCP,0
15949,MX000017004,1970-10-10,TMIN,163
15948,MX000017004,1970-10-10,TMAX,274
17662,MX000017004,1970-10-11,TMAX,292
17664,MX000017004,1970-10-11,PRCP,0
17663,MX000017004,1970-10-11,TMIN,154
19376,MX000017004,1970-10-12,TMAX,280
19377,MX000017004,1970-10-12,TMIN,160
19378,MX000017004,1970-10-12,PRCP,1
21091,MX000017004,1970-10-13,TMIN,170
21090,MX000017004,1970-10-13,TMAX,291
21092,MX000017004,1970-10-13,PRCP,305
22805,MX000017004,1970-10-14,TMIN,150
22806,MX000017004,1970-10-14,PRCP,2
22804,MX000017004,1970-10-14,TMAX,276
24519,MX000017004,1970-10-15,TMIN,168
24520,MX000017004,1970-10-15,PRCP,23
24518,MX000017004,1970-10-15,TMAX,240
26232,MX000017004,1970-10-16,TMAX,263
26233,MX000017004,1970-10-16,TMIN,142
26234,MX000017004,1970-10-16,PRCP,55
27947,MX000017004,1970-10-17,TMIN,120
27946,MX000017004,1970-10-17,TMAX,264
27948,MX000017004,1970-10-17,PRCP,0
29660,MX000017004,1970-10-18,TMAX,273
29662,MX000017004,1970-10-18,PRCP,0
29661,MX000017004,1970-10-18,TMIN,140
31375,MX000017004,1970-10-19,TMIN,148
31376,MX000017004,1970-10-19,PRCP,295
31374,MX000017004,1970-10-19,TMAX,277
2236,MX000017004,1970-10-2,TMAX,270
2237,MX000017004,1970-10-2,TMIN,158
2238,MX000017004,1970-10-2,PRCP,0
33088,MX000017004,1970-10-20,TMAX,277
33090,MX000017004,1970-10-20,PRCP,0
33089,MX000017004,1970-10-20,TMIN,140
34802,MX000017004,1970-10-21,TMAX,277
34804,MX000017004,1970-10-21,PRCP,0
34803,MX000017004,1970-10-21,TMIN,150
36518,MX000017004,1970-10-22,PRCP,0
36517,MX000017004,1970-10-22,TMIN,150
36516,MX000017004,1970-10-22,TMAX,290
38230,MX000017004,1970-10-23,TMAX,284
38232,MX000017004,1970-10-23,PRCP,0
38231,MX000017004,1970-10-23,TMIN,154
39945,MX000017004,1970-10-24,TMIN,160
39946,MX000017004,1970-10-24,PRCP,0
39944,MX000017004,1970-10-24,TMAX,300
41660,MX000017004,1970-10-25,PRCP,0
41658,MX000017004,1970-10-25,TMAX,300
41659,MX000017004,1970-10-25,TMIN,167
43372,MX000017004,1970-10-26,TMAX,290
43373,MX000017004,1970-10-26,TMIN,142
43374,MX000017004,1970-10-26,PRCP,15
45088,MX000017004,1970-10-27,PRCP,9
45087,MX000017004,1970-10-27,TMIN,155
45086,MX000017004,1970-10-27,TMAX,262
46801,MX000017004,1970-10-28,TMIN,158
46800,MX000017004,1970-10-28,TMAX,271
46802,MX000017004,1970-10-28,PRCP,2
48514,MX000017004,1970-10-29,TMAX,247
48515,MX000017004,1970-10-29,TMIN,148
48516,MX000017004,1970-10-29,PRCP,0
3952,MX000017004,1970-10-3,PRCP,38
3951,MX000017004,1970-10-3,TMIN,153
3950,MX000017004,1970-10-3,TMAX,251
50230,MX000017004,1970-10-30,PRCP,45
50228,MX000017004,1970-10-30,TMAX,274
50229,MX000017004,1970-10-30,TMIN,150
51944,MX000017004,1970-10-31,PRCP,0
51943,MX000017004,1970-10-31,TMIN,142
51942,MX000017004,1970-10-31,TMAX,280
5664,MX000017004,1970-10-4,TMAX,280
5665,MX000017004,1970-10-4,TMIN,169
5666,MX000017004,1970-10-4,PRCP,8
7378,MX000017004,1970-10-5,TMAX,286
7379,MX000017004,1970-10-5,TMIN,143
7380,MX000017004,1970-10-5,PRCP,0
9094,MX000017004,1970-10-6,PRCP,0
9093,MX000017004,1970-10-6,TMIN,168
9092,MX000017004,1970-10-6,TMAX,263
10807,MX000017004,1970-10-7,TMIN,142
10808,MX000017004,1970-10-7,PRCP,0
10806,MX000017004,1970-10-7,TMAX,277
12521,MX000017004,1970-10-8,TMIN,160
12520,MX000017004,1970-10-8,TMAX,290
12522,MX000017004,1970-10-8,PRCP,0
14235,MX000017004,1970-10-9,TMIN,141
14236,MX000017004,1970-10-9,PRCP,0
14234,MX000017004,1970-10-9,TMAX,290
527,MX000017004,1970-11-1,PRCP,0
525,MX000017004,1970-11-1,TMAX,280
526,MX000017004,1970-11-1,TMIN,142
15951,MX000017004,1970-11-10,TMAX,257
15952,MX000017004,1970-11-10,TMIN,135
15953,MX000017004,1970-11-10,PRCP,0
17667,MX000017004,1970-11-11,PRCP,0
17666,MX000017004,1970-11-11,TMIN,131
17665,MX000017004,1970-11-11,TMAX,271
19381,MX000017004,1970-11-12,PRCP,0
19379,MX000017004,1970-11-12,TMAX,286
19380,MX000017004,1970-11-12,TMIN,134
21095,MX000017004,1970-11-13,PRCP,0
21094,MX000017004,1970-11-13,TMIN,133
21093,MX000017004,1970-11-13,TMAX,273
22809,MX000017004,1970-11-14,PRCP,0
22807,MX000017004,1970-11-14,TMAX,282
22808,MX000017004,1970-11-14,TMIN,124
24522,MX000017004,1970-11-15,TMIN,153
24521,MX000017004,1970-11-15,TMAX,244
24523,MX000017004,1970-11-15,PRCP,0
26235,MX000017004,1970-11-16,TMAX,248
26236,MX000017004,1970-11-16,TMIN,133
26237,MX000017004,1970-11-16,PRCP,0
27951,MX000017004,1970-11-17,PRCP,0
27949,MX000017004,1970-11-17,TMAX,273
27950,MX000017004,1970-11-17,TMIN,124
29665,MX000017004,1970-11-18,PRCP,0
29664,MX000017004,1970-11-18,TMIN,120
29663,MX000017004,1970-11-18,TMAX,262
31377,MX000017004,1970-11-19,TMAX,272
31379,MX000017004,1970-11-19,PRCP,0
31378,MX000017004,1970-11-19,TMIN,113
2239,MX000017004,1970-11-2,TMAX,276
2240,MX000017004,1970-11-2,TMIN,133
2241,MX000017004,1970-11-2,PRCP,1
33093,MX000017004,1970-11-20,PRCP,0
33092,MX000017004,1970-11-20,TMIN,112
33091,MX000017004,1970-11-20,TMAX,274
34805,MX000017004,1970-11-21,TMAX,270
34806,MX000017004,1970-11-21,TMIN,120
34807,MX000017004,1970-11-21,PRCP,0
36520,MX000017004,1970-11-22,TMIN,120
36521,MX000017004,1970-11-22,PRCP,0
36519,MX000017004,1970-11-22,TMAX,283
38234,MX000017004,1970-11-23,TMIN,124
38233,MX000017004,1970-11-23,TMAX,282
38235,MX000017004,1970-11-23,PRCP,0
39949,MX000017004,1970-11-24,PRCP,0
39948,MX000017004,1970-11-24,TMIN,100
39947,MX000017004,1970-11-24,TMAX,250
41662,MX000017004,1970-11-25,TMIN,94
41661,MX000017004,1970-11-25,TMAX,260
41663,MX000017004,1970-11-25,PRCP,0
43377,MX000017004,1970-11-26,PRCP,0
43376,MX000017004,1970-11-26,TMIN,114
43375,MX000017004,1970-11-26,TMAX,270
45091,MX000017004,1970-11-27,PRCP,0
45090,MX000017004,1970-11-27,TMIN,130
45089,MX000017004,1970-11-27,TMAX,273
46804,MX000017004,1970-11-28,TMIN,120
46803,MX000017004,1970-11-28,TMAX,270
46805,MX000017004,1970-11-28,PRCP,0
48518,MX000017004,1970-11-29,TMIN,113
48519,MX000017004,1970-11-29,PRCP,0
48517,MX000017004,1970-11-29,TMAX,270
3954,MX000017004,1970-11-3,TMIN,157
3953,MX000017004,1970-11-3,TMAX,270
3955,MX000017004,1970-11-3,PRCP,0
50232,MX000017004,1970-11-30,TMIN,110
50233,MX000017004,1970-11-30,PRCP,0
50231,MX000017004,1970-11-30,TMAX,273
51945,MX000017004,1970-11-31,TMAX,-9999
51946,MX000017004,1970-11-31,TMIN,-9999
51947,MX000017004,1970-11-31,PRCP,-9999
5667,MX000017004,1970-11-4,TMAX,271
5668,MX000017004,1970-11-4,TMIN,142
5669,MX000017004,1970-11-4,PRCP,0
7381,MX000017004,1970-11-5,TMAX,270
7383,MX000017004,1970-11-5,PRCP,0
7382,MX000017004,1970-11-5,TMIN,130
9095,MX000017004,1970-11-6,TMAX,266
9096,MX000017004,1970-11-6,TMIN,124
9097,MX000017004,1970-11-6,PRCP,0
10809,MX000017004,1970-11-7,TMAX,274
10810,MX000017004,1970-11-7,TMIN,140
10811,MX000017004,1970-11-7,PRCP,0
12524,MX000017004,1970-11-8,TMIN,140
12523,MX000017004,1970-11-8,TMAX,280
12525,MX000017004,1970-11-8,PRCP,0
14238,MX000017004,1970-11-9,TMIN,140
14237,MX000017004,1970-11-9,TMAX,283
14239,MX000017004,1970-11-9,PRCP,0
530,MX000017004,1970-12-1,PRCP,0
528,MX000017004,1970-12-1,TMAX,273
529,MX000017004,1970-12-1,TMIN,130
15955,MX000017004,1970-12-10,TMIN,110
15954,MX000017004,1970-12-10,TMAX,260
15956,MX000017004,1970-12-10,PRCP,0
17670,MX000017004,1970-12-11,PRCP,0
17668,MX000017004,1970-12-11,TMAX,270
17669,MX000017004,1970-12-11,TMIN,122
19382,MX000017004,1970-12-12,TMAX,280
19383,MX000017004,1970-12-12,TMIN,130
19384,MX000017004,1970-12-12,PRCP,0
